shipment_id,order_id,status,shipped_at,delivered_at
S25197,O25197,pending,2024-06-24 23:20:00,2024-06-27 01:20:00
S25198,O25198,shipped,2024-06-24 23:30:00,2024-06-27 09:30:00
S25199,O25199,pending,2024-06-24 23:40:00,2024-06-27 03:40:00
S25200,O25200,delivered,2024-06-24 23:50:00,2024-06-26 23:50:00
S25201,O25201,delivered,2024-06-25 00:00:00,2024-06-27 06:00:00
S25202,O25202,pending,2024-06-25 00:10:00,2024-06-27 00:10:00
S25203,O25203,shipped,2024-06-25 00:20:00,2024-06-27 01:20:00
S25204,O25204,pending,2024-06-25 00:30:00,2024-06-27 07:30:00
S25205,O25205,shipped,2024-06-25 00:40:00,2024-06-27 00:40:00
S25206,O25206,delivered,2024-06-25 00:50:00,2024-06-27 09:50:00
S25207,O25207,shipped,2024-06-25 01:00:00,2024-06-27 10:00:00
S25208,O25208,pending,2024-06-25 01:10:00,2024-06-27 05:10:00
S25209,O25209,delivered,2024-06-25 01:20:00,2024-06-27 09:20:00
S25210,O25210,shipped,2024-06-25 01:30:00,2024-06-27 08:30:00
S25211,O25211,pending,2024-06-25 01:40:00,2024-06-27 01:40:00
S25212,O25212,delivered,2024-06-25 01:50:00,2024-06-27 03:50:00
S25213,O25213,shipped,2024-06-25 02:00:00,2024-06-27 04:00:00
S25214,O25214,shipped,2024-06-25 02:10:00,2024-06-27 03:10:00
S25215,O25215,pending,2024-06-25 02:20:00,2024-06-27 07:20:00
S25216,O25216,shipped,2024-06-25 02:30:00,2024-06-27 07:30:00
S25217,O25217,pending,2024-06-25 02:40:00,2024-06-27 02:40:00
S25218,O25218,pending,2024-06-25 02:50:00,2024-06-27 08:50:00
S25219,O25219,pending,2024-06-25 03:00:00,2024-06-27 10:00:00
S25220,O25220,pending,2024-06-25 03:10:00,2024-06-27 05:10:00
S25221,O25221,pending,2024-06-25 03:20:00,2024-06-27 11:20:00
S25222,O25222,shipped,2024-06-25 03:30:00,2024-06-27 04:30:00
S25223,O25223,delivered,2024-06-25 03:40:00,2024-06-27 11:40:00
S25224,O25224,pending,2024-06-25 03:50:00,2024-06-27 03:50:00
S25225,O25225,shipped,2024-06-25 04:00:00,2024-06-27 12:00:00
S25226,O25226,pending,2024-06-25 04:10:00,2024-06-27 06:10:00
S25227,O25227,pending,2024-06-25 04:20:00,2024-06-27 14:20:00
S25228,O25228,pending,2024-06-25 04:30:00,2024-06-27 04:30:00
S25229,O25229,delivered,2024-06-25 04:40:00,2024-06-27 09:40:00
S25230,O25230,pending,2024-06-25 04:50:00,2024-06-27 13:50:00
S25231,O25231,delivered,2024-06-25 05:00:00,2024-06-27 10:00:00
S25232,O25232,delivered,2024-06-25 05:10:00,2024-06-27 14:10:00
S25233,O25233,shipped,2024-06-25 05:20:00,2024-06-27 10:20:00
S25234,O25234,shipped,2024-06-25 05:30:00,2024-06-27 14:30:00
S25235,O25235,pending,2024-06-25 05:40:00,2024-06-27 14:40:00
S25236,O25236,shipped,2024-06-25 05:50:00,2024-06-27 13:50:00
S25237,O25237,shipped,2024-06-25 06:00:00,2024-06-27 09:00:00
S25238,O25238,pending,2024-06-25 06:10:00,2024-06-27 10:10:00
S25239,O25239,delivered,2024-06-25 06:20:00,2024-06-27 10:20:00
S25240,O25240,shipped,2024-06-25 06:30:00,2024-06-27 06:30:00
S25241,O25241,pending,2024-06-25 06:40:00,2024-06-27 07:40:00
S25242,O25242,shipped,2024-06-25 06:50:00,2024-06-27 08:50:00
S25243,O25243,shipped,2024-06-25 07:00:00,2024-06-27 17:00:00
S25244,O25244,pending,2024-06-25 07:10:00,2024-06-27 11:10:00
S25245,O25245,delivered,2024-06-25 07:20:00,2024-06-27 16:20:00
S25246,O25246,pending,2024-06-25 07:30:00,2024-06-27 11:30:00
S25247,O25247,pending,2024-06-25 07:40:00,2024-06-27 14:40:00
S25248,O25248,pending,2024-06-25 07:50:00,2024-06-27 13:50:00
S25249,O25249,delivered,2024-06-25 08:00:00,2024-06-27 13:00:00
S25250,O25250,delivered,2024-06-25 08:10:00,2024-06-27 14:10:00
S25251,O25251,delivered,2024-06-25 08:20:00,2024-06-27 12:20:00
S25252,O25252,delivered,2024-06-25 08:30:00,2024-06-27 17:30:00
S25253,O25253,delivered,2024-06-25 08:40:00,2024-06-27 11:40:00
S25254,O25254,delivered,2024-06-25 08:50:00,2024-06-27 10:50:00
S25255,O25255,shipped,2024-06-25 09:00:00,2024-06-27 15:00:00
S25256,O25256,delivered,2024-06-25 09:10:00,2024-06-27 16:10:00
S25257,O25257,delivered,2024-06-25 09:20:00,2024-06-27 10:20:00
S25258,O25258,delivered,2024-06-25 09:30:00,2024-06-27 14:30:00
S25259,O25259,delivered,2024-06-25 09:40:00,2024-06-27 15:40:00
S25260,O25260,shipped,2024-06-25 09:50:00,2024-06-27 09:50:00
S25261,O25261,delivered,2024-06-25 10:00:00,2024-06-27 15:00:00
S25262,O25262,delivered,2024-06-25 10:10:00,2024-06-27 15:10:00
S25263,O25263,shipped,2024-06-25 10:20:00,2024-06-27 12:20:00
S25264,O25264,delivered,2024-06-25 10:30:00,2024-06-27 19:30:00
S25265,O25265,pending,2024-06-25 10:40:00,2024-06-27 13:40:00
S25266,O25266,pending,2024-06-25 10:50:00,2024-06-27 16:50:00
S25267,O25267,pending,2024-06-25 11:00:00,2024-06-27 14:00:00
S25268,O25268,delivered,2024-06-25 11:10:00,2024-06-27 21:10:00
S25269,O25269,delivered,2024-06-25 11:20:00,2024-06-27 20:20:00
S25270,O25270,shipped,2024-06-25 11:30:00,2024-06-27 11:30:00
S25271,O25271,shipped,2024-06-25 11:40:00,2024-06-27 17:40:00
S25272,O25272,delivered,2024-06-25 11:50:00,2024-06-27 20:50:00
S25273,O25273,pending,2024-06-25 12:00:00,2024-06-27 12:00:00
S25274,O25274,shipped,2024-06-25 12:10:00,2024-06-27 16:10:00
S25275,O25275,shipped,2024-06-25 12:20:00,2024-06-27 19:20:00
S25276,O25276,pending,2024-06-25 12:30:00,2024-06-27 13:30:00
S25277,O25277,shipped,2024-06-25 12:40:00,2024-06-27 21:40:00
S25278,O25278,pending,2024-06-25 12:50:00,2024-06-27 13:50:00
S25279,O25279,pending,2024-06-25 13:00:00,2024-06-27 20:00:00
S25280,O25280,delivered,2024-06-25 13:10:00,2024-06-27 21:10:00
S25281,O25281,pending,2024-06-25 13:20:00,2024-06-27 18:20:00
S25282,O25282,shipped,2024-06-25 13:30:00,2024-06-27 23:30:00
S25283,O25283,delivered,2024-06-25 13:40:00,2024-06-27 23:40:00
S25284,O25284,shipped,2024-06-25 13:50:00,2024-06-27 23:50:00
S25285,O25285,delivered,2024-06-25 14:00:00,2024-06-27 14:00:00
S25286,O25286,pending,2024-06-25 14:10:00,2024-06-27 18:10:00
S25287,O25287,delivered,2024-06-25 14:20:00,2024-06-27 17:20:00
S25288,O25288,pending,2024-06-25 14:30:00,2024-06-28 00:30:00
S25289,O25289,delivered,2024-06-25 14:40:00,2024-06-27 15:40:00
S25290,O25290,pending,2024-06-25 14:50:00,2024-06-27 14:50:00
S25291,O25291,shipped,2024-06-25 15:00:00,2024-06-27 23:00:00
S25292,O25292,shipped,2024-06-25 15:10:00,2024-06-27 23:10:00
S25293,O25293,shipped,2024-06-25 15:20:00,2024-06-27 20:20:00
S25294,O25294,delivered,2024-06-25 15:30:00,2024-06-28 00:30:00
S25295,O25295,pending,2024-06-25 15:40:00,2024-06-28 00:40:00
S25296,O25296,shipped,2024-06-25 15:50:00,2024-06-27 22:50:00
S25297,O25297,pending,2024-06-25 16:00:00,2024-06-27 17:00:00
S25298,O25298,shipped,2024-06-25 16:10:00,2024-06-27 16:10:00
S25299,O25299,shipped,2024-06-25 16:20:00,2024-06-27 18:20:00
S25300,O25300,shipped,2024-06-25 16:30:00,2024-06-28 00:30:00
S25301,O25301,pending,2024-06-25 16:40:00,2024-06-27 18:40:00
S25302,O25302,pending,2024-06-25 16:50:00,2024-06-27 22:50:00
S25303,O25303,pending,2024-06-25 17:00:00,2024-06-27 20:00:00
S25304,O25304,pending,2024-06-25 17:10:00,2024-06-27 21:10:00
S25305,O25305,delivered,2024-06-25 17:20:00,2024-06-27 19:20:00
S25306,O25306,delivered,2024-06-25 17:30:00,2024-06-27 21:30:00
S25307,O25307,delivered,2024-06-25 17:40:00,2024-06-28 01:40:00
S25308,O25308,pending,2024-06-25 17:50:00,2024-06-27 21:50:00
S25309,O25309,shipped,2024-06-25 18:00:00,2024-06-27 20:00:00
S25310,O25310,pending,2024-06-25 18:10:00,2024-06-27 19:10:00
S25311,O25311,pending,2024-06-25 18:20:00,2024-06-27 23:20:00
S25312,O25312,delivered,2024-06-25 18:30:00,2024-06-27 18:30:00
S25313,O25313,pending,2024-06-25 18:40:00,2024-06-28 01:40:00
S25314,O25314,pending,2024-06-25 18:50:00,2024-06-28 04:50:00
S25315,O25315,pending,2024-06-25 19:00:00,2024-06-28 04:00:00
S25316,O25316,shipped,2024-06-25 19:10:00,2024-06-27 22:10:00
S25317,O25317,delivered,2024-06-25 19:20:00,2024-06-28 01:20:00
S25318,O25318,pending,2024-06-25 19:30:00,2024-06-28 00:30:00
S25319,O25319,delivered,2024-06-25 19:40:00,2024-06-27 20:40:00
S25320,O25320,delivered,2024-06-25 19:50:00,2024-06-27 23:50:00
S25321,O25321,shipped,2024-06-25 20:00:00,2024-06-27 23:00:00
S25322,O25322,shipped,2024-06-25 20:10:00,2024-06-28 02:10:00
S25323,O25323,shipped,2024-06-25 20:20:00,2024-06-28 06:20:00
S25324,O25324,pending,2024-06-25 20:30:00,2024-06-27 20:30:00
S25325,O25325,delivered,2024-06-25 20:40:00,2024-06-27 21:40:00
S25326,O25326,delivered,2024-06-25 20:50:00,2024-06-28 00:50:00
S25327,O25327,pending,2024-06-25 21:00:00,2024-06-27 22:00:00
S25328,O25328,shipped,2024-06-25 21:10:00,2024-06-28 00:10:00
S25329,O25329,pending,2024-06-25 21:20:00,2024-06-27 21:20:00
S25330,O25330,shipped,2024-06-25 21:30:00,2024-06-27 23:30:00
S25331,O25331,delivered,2024-06-25 21:40:00,2024-06-28 06:40:00
S25332,O25332,pending,2024-06-25 21:50:00,2024-06-28 00:50:00
S25333,O25333,delivered,2024-06-25 22:00:00,2024-06-28 00:00:00
S25334,O25334,shipped,2024-06-25 22:10:00,2024-06-27 23:10:00
S25335,O25335,shipped,2024-06-25 22:20:00,2024-06-28 08:20:00
S25336,O25336,delivered,2024-06-25 22:30:00,2024-06-28 08:30:00
S25337,O25337,pending,2024-06-25 22:40:00,2024-06-28 04:40:00
S25338,O25338,pending,2024-06-25 22:50:00,2024-06-28 02:50:00
S25339,O25339,delivered,2024-06-25 23:00:00,2024-06-28 04:00:00
S25340,O25340,delivered,2024-06-25 23:10:00,2024-06-28 01:10:00
S25341,O25341,pending,2024-06-25 23:20:00,2024-06-28 05:20:00
S25342,O25342,delivered,2024-06-25 23:30:00,2024-06-28 04:30:00
S25343,O25343,pending,2024-06-25 23:40:00,2024-06-27 23:40:00
S25344,O25344,delivered,2024-06-25 23:50:00,2024-06-28 09:50:00
S25345,O25345,delivered,2024-06-26 00:00:00,2024-06-28 00:00:00
S25346,O25346,shipped,2024-06-26 00:10:00,2024-06-28 05:10:00
S25347,O25347,delivered,2024-06-26 00:20:00,2024-06-28 06:20:00
S25348,O25348,shipped,2024-06-26 00:30:00,2024-06-28 03:30:00
S25349,O25349,pending,2024-06-26 00:40:00,2024-06-28 06:40:00
S25350,O25350,shipped,2024-06-26 00:50:00,2024-06-28 08:50:00
S25351,O25351,delivered,2024-06-26 01:00:00,2024-06-28 07:00:00
S25352,O25352,pending,2024-06-26 01:10:00,2024-06-28 09:10:00
S25353,O25353,delivered,2024-06-26 01:20:00,2024-06-28 03:20:00
S25354,O25354,delivered,2024-06-26 01:30:00,2024-06-28 07:30:00
S25355,O25355,pending,2024-06-26 01:40:00,2024-06-28 06:40:00
S25356,O25356,delivered,2024-06-26 01:50:00,2024-06-28 07:50:00
S25357,O25357,shipped,2024-06-26 02:00:00,2024-06-28 05:00:00
S25358,O25358,delivered,2024-06-26 02:10:00,2024-06-28 10:10:00
S25359,O25359,delivered,2024-06-26 02:20:00,2024-06-28 06:20:00
S25360,O25360,pending,2024-06-26 02:30:00,2024-06-28 04:30:00
S25361,O25361,delivered,2024-06-26 02:40:00,2024-06-28 09:40:00
S25362,O25362,shipped,2024-06-26 02:50:00,2024-06-28 02:50:00
S25363,O25363,delivered,2024-06-26 03:00:00,2024-06-28 06:00:00
S25364,O25364,shipped,2024-06-26 03:10:00,2024-06-28 09:10:00
S25365,O25365,delivered,2024-06-26 03:20:00,2024-06-28 10:20:00
S25366,O25366,pending,2024-06-26 03:30:00,2024-06-28 06:30:00
S25367,O25367,delivered,2024-06-26 03:40:00,2024-06-28 07:40:00
S25368,O25368,pending,2024-06-26 03:50:00,2024-06-28 09:50:00
S25369,O25369,delivered,2024-06-26 04:00:00,2024-06-28 09:00:00
S25370,O25370,shipped,2024-06-26 04:10:00,2024-06-28 12:10:00
S25371,O25371,delivered,2024-06-26 04:20:00,2024-06-28 05:20:00
S25372,O25372,delivered,2024-06-26 04:30:00,2024-06-28 06:30:00
S25373,O25373,pending,2024-06-26 04:40:00,2024-06-28 11:40:00
S25374,O25374,pending,2024-06-26 04:50:00,2024-06-28 07:50:00
S25375,O25375,shipped,2024-06-26 05:00:00,2024-06-28 05:00:00
S25376,O25376,pending,2024-06-26 05:10:00,2024-06-28 12:10:00
S25377,O25377,shipped,2024-06-26 05:20:00,2024-06-28 12:20:00
S25378,O25378,delivered,2024-06-26 05:30:00,2024-06-28 15:30:00
S25379,O25379,delivered,2024-06-26 05:40:00,2024-06-28 05:40:00
S25380,O25380,delivered,2024-06-26 05:50:00,2024-06-28 05:50:00
S25381,O25381,shipped,2024-06-26 06:00:00,2024-06-28 16:00:00
S25382,O25382,shipped,2024-06-26 06:10:00,2024-06-28 09:10:00
S25383,O25383,pending,2024-06-26 06:20:00,2024-06-28 14:20:00
S25384,O25384,pending,2024-06-26 06:30:00,2024-06-28 14:30:00
S25385,O25385,delivered,2024-06-26 06:40:00,2024-06-28 14:40:00
S25386,O25386,shipped,2024-06-26 06:50:00,2024-06-28 09:50:00
S25387,O25387,pending,2024-06-26 07:00:00,2024-06-28 08:00:00
S25388,O25388,pending,2024-06-26 07:10:00,2024-06-28 07:10:00
S25389,O25389,shipped,2024-06-26 07:20:00,2024-06-28 09:20:00
S25390,O25390,shipped,2024-06-26 07:30:00,2024-06-28 14:30:00
S25391,O25391,pending,2024-06-26 07:40:00,2024-06-28 08:40:00
S25392,O25392,pending,2024-06-26 07:50:00,2024-06-28 15:50:00
S25393,O25393,shipped,2024-06-26 08:00:00,2024-06-28 09:00:00
S25394,O25394,delivered,2024-06-26 08:10:00,2024-06-28 11:10:00
S25395,O25395,pending,2024-06-26 08:20:00,2024-06-28 18:20:00
S25396,O25396,delivered,2024-06-26 08:30:00,2024-06-28 14:30:00
S25397,O25397,shipped,2024-06-26 08:40:00,2024-06-28 14:40:00
S25398,O25398,delivered,2024-06-26 08:50:00,2024-06-28 15:50:00
S25399,O25399,shipped,2024-06-26 09:00:00,2024-06-28 18:00:00
S25400,O25400,pending,2024-06-26 09:10:00,2024-06-28 13:10:00
S25401,O25401,shipped,2024-06-26 09:20:00,2024-06-28 19:20:00
S25402,O25402,shipped,2024-06-26 09:30:00,2024-06-28 11:30:00
S25403,O25403,delivered,2024-06-26 09:40:00,2024-06-28 13:40:00
S25404,O25404,pending,2024-06-26 09:50:00,2024-06-28 09:50:00
S25405,O25405,delivered,2024-06-26 10:00:00,2024-06-28 14:00:00
S25406,O25406,pending,2024-06-26 10:10:00,2024-06-28 18:10:00
S25407,O25407,shipped,2024-06-26 10:20:00,2024-06-28 10:20:00
S25408,O25408,delivered,2024-06-26 10:30:00,2024-06-28 17:30:00
S25409,O25409,pending,2024-06-26 10:40:00,2024-06-28 17:40:00
S25410,O25410,delivered,2024-06-26 10:50:00,2024-06-28 13:50:00
S25411,O25411,pending,2024-06-26 11:00:00,2024-06-28 13:00:00
S25412,O25412,shipped,2024-06-26 11:10:00,2024-06-28 12:10:00
S25413,O25413,pending,2024-06-26 11:20:00,2024-06-28 13:20:00
S25414,O25414,delivered,2024-06-26 11:30:00,2024-06-28 17:30:00
S25415,O25415,shipped,2024-06-26 11:40:00,2024-06-28 18:40:00
S25416,O25416,shipped,2024-06-26 11:50:00,2024-06-28 14:50:00
S25417,O25417,shipped,2024-06-26 12:00:00,2024-06-28 18:00:00
S25418,O25418,shipped,2024-06-26 12:10:00,2024-06-28 22:10:00
S25419,O25419,delivered,2024-06-26 12:20:00,2024-06-28 15:20:00
S25420,O25420,pending,2024-06-26 12:30:00,2024-06-28 13:30:00
S25421,O25421,delivered,2024-06-26 12:40:00,2024-06-28 19:40:00
S25422,O25422,shipped,2024-06-26 12:50:00,2024-06-28 21:50:00
S25423,O25423,delivered,2024-06-26 13:00:00,2024-06-28 16:00:00
S25424,O25424,pending,2024-06-26 13:10:00,2024-06-28 19:10:00
S25425,O25425,pending,2024-06-26 13:20:00,2024-06-28 22:20:00
S25426,O25426,delivered,2024-06-26 13:30:00,2024-06-28 14:30:00
S25427,O25427,shipped,2024-06-26 13:40:00,2024-06-28 17:40:00
S25428,O25428,pending,2024-06-26 13:50:00,2024-06-28 18:50:00
S25429,O25429,shipped,2024-06-26 14:00:00,2024-06-28 21:00:00
S25430,O25430,delivered,2024-06-26 14:10:00,2024-06-28 20:10:00
S25431,O25431,pending,2024-06-26 14:20:00,2024-06-28 17:20:00
S25432,O25432,shipped,2024-06-26 14:30:00,2024-06-28 14:30:00
S25433,O25433,pending,2024-06-26 14:40:00,2024-06-28 15:40:00
S25434,O25434,shipped,2024-06-26 14:50:00,2024-06-28 14:50:00
S25435,O25435,shipped,2024-06-26 15:00:00,2024-06-29 01:00:00
S25436,O25436,pending,2024-06-26 15:10:00,2024-06-28 15:10:00
S25437,O25437,pending,2024-06-26 15:20:00,2024-06-28 17:20:00
S25438,O25438,shipped,2024-06-26 15:30:00,2024-06-28 18:30:00
S25439,O25439,delivered,2024-06-26 15:40:00,2024-06-29 00:40:00
S25440,O25440,shipped,2024-06-26 15:50:00,2024-06-28 16:50:00
S25441,O25441,shipped,2024-06-26 16:00:00,2024-06-28 18:00:00
S25442,O25442,delivered,2024-06-26 16:10:00,2024-06-28 20:10:00
S25443,O25443,shipped,2024-06-26 16:20:00,2024-06-28 17:20:00
S25444,O25444,delivered,2024-06-26 16:30:00,2024-06-29 02:30:00
S25445,O25445,delivered,2024-06-26 16:40:00,2024-06-28 22:40:00
S25446,O25446,pending,2024-06-26 16:50:00,2024-06-28 22:50:00
S25447,O25447,delivered,2024-06-26 17:00:00,2024-06-29 03:00:00
S25448,O25448,pending,2024-06-26 17:10:00,2024-06-28 23:10:00
S25449,O25449,shipped,2024-06-26 17:20:00,2024-06-29 03:20:00
S25450,O25450,shipped,2024-06-26 17:30:00,2024-06-28 22:30:00
S25451,O25451,delivered,2024-06-26 17:40:00,2024-06-28 21:40:00
S25452,O25452,shipped,2024-06-26 17:50:00,2024-06-28 23:50:00
S25453,O25453,pending,2024-06-26 18:00:00,2024-06-29 02:00:00
S25454,O25454,delivered,2024-06-26 18:10:00,2024-06-28 19:10:00
S25455,O25455,delivered,2024-06-26 18:20:00,2024-06-29 03:20:00
S25456,O25456,pending,2024-06-26 18:30:00,2024-06-29 01:30:00
S25457,O25457,shipped,2024-06-26 18:40:00,2024-06-28 19:40:00
S25458,O25458,shipped,2024-06-26 18:50:00,2024-06-28 21:50:00
S25459,O25459,delivered,2024-06-26 19:00:00,2024-06-28 22:00:00
S25460,O25460,pending,2024-06-26 19:10:00,2024-06-28 23:10:00
S25461,O25461,delivered,2024-06-26 19:20:00,2024-06-29 02:20:00
S25462,O25462,shipped,2024-06-26 19:30:00,2024-06-28 23:30:00
S25463,O25463,shipped,2024-06-26 19:40:00,2024-06-29 04:40:00
S25464,O25464,pending,2024-06-26 19:50:00,2024-06-28 22:50:00
S25465,O25465,pending,2024-06-26 20:00:00,2024-06-28 23:00:00
S25466,O25466,shipped,2024-06-26 20:10:00,2024-06-29 03:10:00
S25467,O25467,shipped,2024-06-26 20:20:00,2024-06-29 05:20:00
S25468,O25468,delivered,2024-06-26 20:30:00,2024-06-28 20:30:00
S25469,O25469,pending,2024-06-26 20:40:00,2024-06-29 06:40:00
S25470,O25470,shipped,2024-06-26 20:50:00,2024-06-29 05:50:00
S25471,O25471,shipped,2024-06-26 21:00:00,2024-06-29 06:00:00
S25472,O25472,pending,2024-06-26 21:10:00,2024-06-28 22:10:00
S25473,O25473,pending,2024-06-26 21:20:00,2024-06-29 05:20:00
S25474,O25474,delivered,2024-06-26 21:30:00,2024-06-29 01:30:00
S25475,O25475,delivered,2024-06-26 21:40:00,2024-06-29 03:40:00
S25476,O25476,delivered,2024-06-26 21:50:00,2024-06-29 04:50:00
S25477,O25477,shipped,2024-06-26 22:00:00,2024-06-28 23:00:00
S25478,O25478,shipped,2024-06-26 22:10:00,2024-06-29 02:10:00
S25479,O25479,shipped,2024-06-26 22:20:00,2024-06-28 23:20:00
S25480,O25480,delivered,2024-06-26 22:30:00,2024-06-29 05:30:00
S25481,O25481,shipped,2024-06-26 22:40:00,2024-06-29 03:40:00
S25482,O25482,pending,2024-06-26 22:50:00,2024-06-29 01:50:00
S25483,O25483,delivered,2024-06-26 23:00:00,2024-06-29 00:00:00
S25484,O25484,shipped,2024-06-26 23:10:00,2024-06-29 01:10:00
S25485,O25485,pending,2024-06-26 23:20:00,2024-06-29 04:20:00
S25486,O25486,pending,2024-06-26 23:30:00,2024-06-29 03:30:00
S25487,O25487,pending,2024-06-26 23:40:00,2024-06-29 01:40:00
S25488,O25488,shipped,2024-06-26 23:50:00,2024-06-29 01:50:00
S25489,O25489,pending,2024-06-27 00:00:00,2024-06-29 09:00:00
S25490,O25490,delivered,2024-06-27 00:10:00,2024-06-29 01:10:00
S25491,O25491,delivered,2024-06-27 00:20:00,2024-06-29 09:20:00
S25492,O25492,pending,2024-06-27 00:30:00,2024-06-29 09:30:00
S25493,O25493,shipped,2024-06-27 00:40:00,2024-06-29 06:40:00
S25494,O25494,pending,2024-06-27 00:50:00,2024-06-29 09:50:00
S25495,O25495,shipped,2024-06-27 01:00:00,2024-06-29 07:00:00
S25496,O25496,shipped,2024-06-27 01:10:00,2024-06-29 04:10:00
S25497,O25497,pending,2024-06-27 01:20:00,2024-06-29 02:20:00
S25498,O25498,pending,2024-06-27 01:30:00,2024-06-29 10:30:00
S25499,O25499,delivered,2024-06-27 01:40:00,2024-06-29 05:40:00
S25500,O25500,pending,2024-06-27 01:50:00,2024-06-29 07:50:00
S25501,O25501,delivered,2024-06-27 02:00:00,2024-06-29 02:00:00
S25502,O25502,delivered,2024-06-27 02:10:00,2024-06-29 09:10:00
S25503,O25503,pending,2024-06-27 02:20:00,2024-06-29 10:20:00
S25504,O25504,shipped,2024-06-27 02:30:00,2024-06-29 06:30:00
S25505,O25505,shipped,2024-06-27 02:40:00,2024-06-29 08:40:00
S25506,O25506,pending,2024-06-27 02:50:00,2024-06-29 05:50:00
S25507,O25507,shipped,2024-06-27 03:00:00,2024-06-29 12:00:00
S25508,O25508,delivered,2024-06-27 03:10:00,2024-06-29 10:10:00
S25509,O25509,pending,2024-06-27 03:20:00,2024-06-29 09:20:00
S25510,O25510,delivered,2024-06-27 03:30:00,2024-06-29 08:30:00
S25511,O25511,pending,2024-06-27 03:40:00,2024-06-29 11:40:00
S25512,O25512,delivered,2024-06-27 03:50:00,2024-06-29 04:50:00
S25513,O25513,delivered,2024-06-27 04:00:00,2024-06-29 07:00:00
S25514,O25514,shipped,2024-06-27 04:10:00,2024-06-29 07:10:00
S25515,O25515,delivered,2024-06-27 04:20:00,2024-06-29 13:20:00
S25516,O25516,pending,2024-06-27 04:30:00,2024-06-29 04:30:00
S25517,O25517,pending,2024-06-27 04:40:00,2024-06-29 12:40:00
S25518,O25518,delivered,2024-06-27 04:50:00,2024-06-29 05:50:00
S25519,O25519,pending,2024-06-27 05:00:00,2024-06-29 14:00:00
S25520,O25520,delivered,2024-06-27 05:10:00,2024-06-29 05:10:00
S25521,O25521,shipped,2024-06-27 05:20:00,2024-06-29 09:20:00
S25522,O25522,pending,2024-06-27 05:30:00,2024-06-29 15:30:00
S25523,O25523,delivered,2024-06-27 05:40:00,2024-06-29 06:40:00
S25524,O25524,shipped,2024-06-27 05:50:00,2024-06-29 12:50:00
S25525,O25525,pending,2024-06-27 06:00:00,2024-06-29 13:00:00
S25526,O25526,delivered,2024-06-27 06:10:00,2024-06-29 06:10:00
S25527,O25527,pending,2024-06-27 06:20:00,2024-06-29 08:20:00
S25528,O25528,shipped,2024-06-27 06:30:00,2024-06-29 14:30:00
S25529,O25529,delivered,2024-06-27 06:40:00,2024-06-29 06:40:00
S25530,O25530,shipped,2024-06-27 06:50:00,2024-06-29 12:50:00
S25531,O25531,delivered,2024-06-27 07:00:00,2024-06-29 12:00:00
S25532,O25532,shipped,2024-06-27 07:10:00,2024-06-29 10:10:00
S25533,O25533,delivered,2024-06-27 07:20:00,2024-06-29 14:20:00
S25534,O25534,pending,2024-06-27 07:30:00,2024-06-29 15:30:00
S25535,O25535,pending,2024-06-27 07:40:00,2024-06-29 11:40:00
S25536,O25536,shipped,2024-06-27 07:50:00,2024-06-29 08:50:00
S25537,O25537,delivered,2024-06-27 08:00:00,2024-06-29 11:00:00
S25538,O25538,shipped,2024-06-27 08:10:00,2024-06-29 18:10:00
S25539,O25539,delivered,2024-06-27 08:20:00,2024-06-29 17:20:00
S25540,O25540,pending,2024-06-27 08:30:00,2024-06-29 14:30:00
S25541,O25541,delivered,2024-06-27 08:40:00,2024-06-29 13:40:00
S25542,O25542,delivered,2024-06-27 08:50:00,2024-06-29 18:50:00
S25543,O25543,delivered,2024-06-27 09:00:00,2024-06-29 11:00:00
S25544,O25544,shipped,2024-06-27 09:10:00,2024-06-29 09:10:00
S25545,O25545,delivered,2024-06-27 09:20:00,2024-06-29 12:20:00
S25546,O25546,pending,2024-06-27 09:30:00,2024-06-29 10:30:00
S25547,O25547,shipped,2024-06-27 09:40:00,2024-06-29 17:40:00
S25548,O25548,shipped,2024-06-27 09:50:00,2024-06-29 13:50:00
S25549,O25549,shipped,2024-06-27 10:00:00,2024-06-29 15:00:00
S25550,O25550,delivered,2024-06-27 10:10:00,2024-06-29 16:10:00
S25551,O25551,delivered,2024-06-27 10:20:00,2024-06-29 15:20:00
S25552,O25552,pending,2024-06-27 10:30:00,2024-06-29 14:30:00
S25553,O25553,delivered,2024-06-27 10:40:00,2024-06-29 11:40:00
S25554,O25554,pending,2024-06-27 10:50:00,2024-06-29 13:50:00
S25555,O25555,delivered,2024-06-27 11:00:00,2024-06-29 17:00:00
S25556,O25556,pending,2024-06-27 11:10:00,2024-06-29 19:10:00
S25557,O25557,shipped,2024-06-27 11:20:00,2024-06-29 19:20:00
S25558,O25558,shipped,2024-06-27 11:30:00,2024-06-29 19:30:00
S25559,O25559,delivered,2024-06-27 11:40:00,2024-06-29 11:40:00
S25560,O25560,shipped,2024-06-27 11:50:00,2024-06-29 12:50:00
S25561,O25561,shipped,2024-06-27 12:00:00,2024-06-29 13:00:00
S25562,O25562,shipped,2024-06-27 12:10:00,2024-06-29 13:10:00
S25563,O25563,shipped,2024-06-27 12:20:00,2024-06-29 14:20:00
S25564,O25564,shipped,2024-06-27 12:30:00,2024-06-29 21:30:00
S25565,O25565,pending,2024-06-27 12:40:00,2024-06-29 12:40:00
S25566,O25566,delivered,2024-06-27 12:50:00,2024-06-29 20:50:00
S25567,O25567,pending,2024-06-27 13:00:00,2024-06-29 16:00:00
